Person ,age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
37836,18,Never,Asexual,Muslim,4,1,5,1,6,7,2,3,3,2,3
37837,20,Never,Hetero,Muslim,4,7,7,7,7,5,3,3,3,4,2
37838,20,Never,Hetero,Muslim,5,7,7,6,7,7,2,1,1,3,3
37839,23,Never,Hetero,Muslim,7,7,7,7,7,7,1,4,3,4,4
37840,18,Never,Hetero,Muslim,3,3,7,6,7,7,4,4,2,3,3
37841,21,Never,Asexual,Muslim,4,2,7,5,7,7,3,4,2,4,4
37842,19,Never,Hetero,Muslim,6,4,6,1,5,4,1,4,3,2,4
37843,26,Never,Hetero,Muslim,1,4,7,6,6,7,4,3,4,3,4
37844,18,Never,Hetero,Muslim,1,4,6,4,5,4,1,2,2,2,2
37845,30,Never,Hetero,Muslim,1,5,7,7,7,2,2,4,4,3,4
37846,54,Married,Hetero,Hindu,7,7,6,7,7,1,7,3,1,2,2
37847,15,Never,Hetero,Muslim,4,2,7,3,1,3,2,4,4,4,4
37848,19,Never,New Types,Muslim,5,3,5,6,6,7,6,3,2,1,2
37849,26,Never,Hetero,Muslim,3,6,4,6,7,1,5,1,3,2,3
37850,20,Never,Asexual,Muslim,5,3,6,5,4,5,1,4,3,2,3
37851,19,Never,Hetero,Muslim,3,6,6,7,6,5,7,3,1,1,2
37852,14,Never,Bi,Muslim,5,1,6,7,4,5,4,3,3,3,4
37853,18,Never,Hetero,Muslim,4,4,4,5,4,1,5,1,1,2,2
37854,17,Second,New Types,Muslim,4,4,6,4,7,5,2,2,2,1,3
37855,21,Never,Hetero,Muslim,5,5,6,2,7,6,4,3,3,3,3
37856,19,Never,Hetero,Muslim,2,4,6,5,3,5,6,1,2,1,3
37857,20,Never,Bi,Hindu,2,4,7,7,7,4,3,4,3,1,4
37858,19,Never,Hetero,Muslim,5,5,6,2,4,7,3,2,2,2,4
37859,16,Never,New Types,Muslim,2,6,7,4,5,5,1,4,3,3,4
37860,23,Never,Asexual,Muslim,4,3,7,2,5,4,2,3,4,2,4
37861,17,Never,Asexual,Muslim,4,6,7,7,7,4,5,4,4,2,4
37862,23,Never,Hetero,Muslim,4,7,7,5,5,7,1,2,1,3,2
37863,20,Never,Hetero,Muslim,6,5,6,3,5,6,4,2,2,3,3
37864,25,Never,Hetero,Muslim,6,5,3,1,5,6,4,2,2,1,2
37865,19,Never,Hetero,Muslim,6,5,5,6,4,3,5,2,3,2,3
37866,21,Never,Hetero,Muslim,6,7,5,7,7,2,5,2,2,1,2
37867,16,Never,Bi,Muslim,4,3,6,6,4,4,4,4,4,3,4
37868,18,Never,Hetero,Muslim,6,6,5,7,5,3,3,4,3,1,3
37869,23,Never,Bi,Muslim,2,7,7,6,5,4,3,4,2,2,3
37870,23,Never,Bi,Muslim,3,5,6,7,6,3,3,2,2,3,2
37871,16,Never,Hetero,Muslim,4,6,7,2,7,6,2,4,2,4,4
37872,28,Never,Hetero,Muslim,5,6,5,7,7,5,5,3,3,3,4
37873,19,Never,New Types,Muslim,5,4,6,5,6,5,4,2,2,2,3
37874,18,Never,Hetero,Muslim,2,6,6,6,6,6,2,2,2,2,3
37875,23,Never,Asexual,Muslim,4,7,7,6,6,4,3,3,2,3,3
37876,23,Never,Asexual,Muslim,1,5,7,6,6,4,1,3,3,2,3
37877,22,Never,Bi,Muslim,6,7,7,7,7,1,4,3,4,1,4
37878,25,Never,Hetero,Christian,6,5,7,1,7,4,1,4,4,3,3
37879,17,Never,Hetero,Muslim,3,6,7,7,4,4,5,4,1,2,4
37880,20,Never,Hetero,Muslim,6,4,7,4,7,6,4,4,4,3,4
37881,23,Never,Hetero,Muslim,2,1,7,7,4,5,1,3,3,3,4
37882,19,Never,Hetero,Muslim,5,6,6,3,6,5,4,3,2,4,3
37883,17,Never,Hetero,Muslim,4,7,5,6,5,2,4,3,2,3,3
37884,28,Never,Hetero,Atheist,7,4,2,1,7,5,7,1,1,1,1
37885,18,Never,New Types,Muslim,2,6,6,6,6,1,5,4,3,3,4
37886,19,Never,Homo,Muslim,7,5,7,3,3,5,1,4,4,4,4
37887,23,Never,Hetero,Muslim,1,5,2,7,5,7,5,1,1,2,1
37888,23,Never,Hetero,Muslim,6,6,3,3,6,2,5,1,1,1,1
37889,24,Never,Asexual,Muslim,1,5,5,5,5,6,4,3,2,2,2
37890,17,Never,Hetero,Muslim,5,3,6,4,5,5,3,2,2,2,3
37891,22,Never,Hetero,Muslim,2,6,4,6,6,1,7,1,1,1,1
37892,17,Never,Hetero,Muslim,2,3,6,7,4,7,1,3,3,4,4
37893,20,Never,Hetero,Muslim,3,5,5,6,5,5,4,2,3,3,3
37894,17,Never,Hetero,Muslim,1,4,7,7,1,7,2,4,4,4,4
37895,18,Never,New Types,Muslim,4,4,6,7,5,5,3,3,2,3,4
37896,25,Never,New Types,Muslim,1,3,7,7,1,3,1,2,4,4,4
37897,16,Never,Hetero,Muslim,5,5,6,5,6,4,4,3,3,3,3
37898,16,Previously,Bi,Muslim,5,6,7,5,1,7,7,2,1,2,2
37899,21,Never,Hetero,Muslim,3,5,4,5,5,5,5,2,2,1,1
37900,18,Never,New Types,Muslim,2,1,7,4,7,7,1,4,2,3,4
37901,16,Previously,New Types,Muslim,6,6,6,5,5,6,5,3,2,3,4
37902,20,Never,New Types,Muslim,1,6,7,7,7,7,1,4,4,4,2
37903,30,Married,Hetero,Muslim,6,6,2,4,6,3,7,1,1,1,1
37904,25,Never,Hetero,Muslim,5,1,7,2,2,5,2,2,2,4,4
37905,34,Never,Hetero,Muslim,2,3,2,2,2,3,4,3,4,3,4
37906,19,Never,Hetero,Muslim,5,3,7,5,6,6,1,3,3,4,4
37907,17,Never,Hetero,Muslim,5,6,5,7,7,1,7,2,2,1,1
37908,16,Second,New Types,Muslim,1,1,1,1,1,1,1,4,3,3,4
37909,21,Never,Hetero,Muslim,3,2,7,4,5,7,4,4,2,1,3
37910,20,Never,Homo,Muslim,2,5,7,4,5,6,3,3,2,2,4
37911,23,Never,New Types,Muslim,5,4,6,5,3,4,3,3,1,2,2
37912,19,Never,Bi,Hindu,4,6,6,5,5,3,2,4,2,3,2
37913,25,Never,Bi,Muslim,3,3,6,7,7,4,3,2,2,2,4
37914,23,Never,New Types,Muslim,3,3,7,6,4,3,3,3,2,2,2
37915,16,Married,New Types,Muslim,6,6,7,6,6,6,7,4,3,3,4
37916,24,Never,Hetero,Muslim,2,6,6,5,5,4,3,2,2,3,2
37917,21,Never,Hetero,Muslim,7,5,7,3,6,5,2,2,1,3,3
37918,21,Never,Hetero,Muslim,3,5,6,6,6,6,2,4,3,3,3
37919,57,Married,Hetero,Christian,6,7,5,7,7,2,5,2,2,1,2
37920,16,Never,Hetero,Muslim,6,4,7,3,6,6,4,3,2,3,3
37921,21,Never,Bi,Protestant,4,6,6,4,6,7,2,4,1,3,4
37922,26,Married,Hetero,Muslim,5,5,4,3,3,5,6,1,1,1,2
37923,21,Never,Hetero,Muslim,2,5,7,6,5,5,2,3,2,4,4
37924,25,Never,Hetero,Muslim,5,3,6,5,6,6,3,2,3,2,3
37925,22,Previously,New Types,Muslim,7,7,4,1,7,1,1,2,4,2,4
37926,14,Never,Bi,Muslim,5,5,5,1,3,7,5,2,1,1,2
37927,22,Never,New Types,Muslim,5,7,7,6,5,4,4,4,3,2,4
37928,19,Never,Hetero,Muslim,6,5,5,2,5,5,5,2,1,1,2
37929,22,Never,Hetero,Muslim,3,2,7,3,6,5,3,3,2,2,3
37930,23,Never,Hetero,Muslim,7,1,7,1,5,6,1,4,4,4,4
37931,26,Never,Hetero,Muslim,4,5,7,4,6,6,2,3,4,3,4
37932,19,Never,Hetero,Muslim,3,4,7,4,4,6,1,3,4,3,4
37933,22,Never,Hetero,Muslim,4,6,7,6,5,2,4,3,3,2,4
37934,20,Never,Hetero,Muslim,5,5,6,3,5,7,1,4,4,4,4
37935,19,Never,New Types,Muslim,5,6,6,6,5,6,4,4,4,4,4
37936,25,Never,Bi,Hindu,5,6,4,5,5,1,4,3,2,3,3
37937,21,Never,Hetero,Atheist,6,5,6,3,6,7,2,3,3,3,4
37938,18,Never,New Types,Muslim,3,1,1,1,1,1,1,4,2,4,2
37939,20,Never,Hetero,Muslim,3,5,5,6,7,5,2,2,2,2,3
37940,17,Never,New Types,Muslim,1,5,7,7,5,5,3,4,4,4,4
37941,26,Married,New Types,Muslim,6,5,5,5,6,5,7,1,1,1,1
37942,23,Never,Homo,Muslim,4,7,7,5,3,3,1,1,1,1,1
37943,22,Never,Hetero,Christian,5,6,7,5,5,7,3,3,3,3,4
37944,21,Never,Hetero,Muslim,7,3,3,3,7,7,7,2,1,1,2
37945,26,Never,Homo,Muslim,2,6,5,5,5,6,2,4,4,4,4
37946,22,Never,Bi,Hindu,3,5,5,7,7,3,7,1,1,1,2
37947,20,Never,Hetero,Muslim,3,5,6,7,7,2,5,3,2,2,2
37948,24,Never,Hetero,Muslim,4,6,4,5,5,5,5,3,2,3,4
37949,19,Never,Homo,Protestant,7,7,5,2,7,5,1,1,1,1,2
37950,15,Never,New Types,Muslim,5,6,3,7,4,6,6,2,2,2,2
37951,26,Never,Hetero,Muslim,5,1,3,6,6,1,5,4,4,3,4
37952,19,Never,New Types,Muslim,5,6,5,7,5,5,5,1,1,1,1
37953,23,Never,Hetero,Christian,5,3,5,5,5,5,4,2,2,2,3
37954,29,Married,Hetero,Muslim,6,6,6,1,5,3,3,4,3,2,2
37955,29,Never,Hetero,Muslim,6,3,4,1,4,3,3,2,2,2,2
37956,18,Never,Hetero,Muslim,2,4,7,7,7,5,2,4,2,3,3
37957,25,Never,Bi,Muslim,5,7,7,5,5,5,3,3,3,3,4
37958,23,Never,Hetero,Muslim,6,6,3,2,5,2,6,1,1,1,1
37959,19,Never,Hetero,Protestant,3,2,5,7,5,7,5,3,2,1,2
37960,27,Married,Asexual,Muslim,3,2,6,1,3,6,2,2,2,1,2
37961,22,Never,Hetero,Christian,4,4,5,6,6,3,3,2,2,1,3
37962,22,Never,New Types,Muslim,1,3,7,7,6,6,3,4,4,2,4
37963,27,Never,New Types,Muslim,6,5,7,7,7,5,5,3,3,4,4
37964,21,Never,Hetero,Muslim,4,6,7,6,6,5,3,3,1,2,3
37965,19,Never,Hetero,Muslim,4,5,7,5,6,4,2,3,4,3,3
37966,25,Never,Hetero,Muslim,4,6,6,3,7,6,3,4,2,3,4
37967,27,Never,Hetero,Muslim,4,5,5,3,6,6,4,2,2,2,1
37968,26,Never,New Types,Muslim,6,4,7,5,6,4,2,2,2,2,4
37969,23,Never,New Types,Muslim,6,2,7,3,7,6,2,4,4,4,4
37970,30,Married,New Types,Muslim,5,6,7,2,6,1,5,3,2,4,3
37971,24,Second,Hetero,Muslim,1,5,5,3,6,5,5,2,1,2,3
37972,22,Never,Homo,Muslim,2,5,6,5,5,1,2,4,3,2,4
37973,25,Never,Hetero,Agnostic,6,6,1,6,4,1,7,1,1,1,1
37974,22,Never,Hetero,Muslim,1,1,5,5,5,6,3,3,3,3,4
37975,23,Never,Bi,Muslim,4,3,6,4,5,5,3,4,2,4,4
37976,22,Never,Bi,Other,4,4,7,5,1,3,2,3,2,2,3
37977,27,Never,New Types,Muslim,5,6,7,1,5,6,1,3,2,4,4
37978,21,Never,Homo,Christian Other,2,7,2,6,7,1,7,4,4,3,3
37979,18,Never,Homo,Agnostic,1,4,5,6,5,3,1,2,3,2,3
37980,22,Never,Hetero,Muslim,6,2,6,5,2,7,1,4,4,3,4
37981,22,Never,Homo,Muslim,6,5,4,6,4,4,4,2,2,3,2
37982,29,Married,Hetero,Muslim,2,7,5,4,6,5,1,3,2,4,2
37983,18,Never,Hetero,Muslim,6,6,5,5,6,5,7,2,1,1,1
37984,23,Never,Hetero,Muslim,2,4,7,5,5,6,4,4,2,2,4
37985,22,Never,New Types,Muslim,5,5,3,5,6,5,7,1,2,2,3
37986,18,Never,Hetero,Muslim,2,6,7,5,5,3,1,4,2,2,4
37987,23,Never,Hetero,Muslim,5,6,6,1,5,4,2,3,2,3,2
37988,52,Married,Hetero,Other,1,2,7,7,5,7,1,3,3,4,3
37989,19,Never,Hetero,Muslim,3,6,5,7,7,4,3,4,2,1,4
37990,20,Never,Hetero,Muslim,1,7,7,4,7,5,1,3,4,4,4
37991,24,Never,Hetero,Muslim,4,4,6,4,4,5,4,3,3,4,4
37992,27,Never,Homo,Agnostic,5,6,5,5,7,4,3,2,2,2,4
37993,18,Never,Homo,Other,5,7,7,4,7,4,3,3,3,3,3
37994,19,Never,Hetero,Muslim,3,4,6,4,6,6,3,2,2,2,3
37995,41,Married,Hetero,Other,2,6,6,6,5,1,3,2,3,2,3
37996,25,Never,Bi,Protestant,7,7,6,2,7,1,6,2,2,2,3
37997,21,Never,New Types,Muslim,3,1,6,5,5,6,2,4,3,3,4
37998,21,Never,Hetero,Christian Other,5,6,7,6,7,5,2,3,2,4,3
37999,25,Never,New Types,Muslim,5,5,3,5,5,3,5,2,1,2,2
38000,28,Never,Hetero,Muslim,5,5,3,3,7,5,2,3,2,2,4
38001,21,Never,Hetero,Muslim,6,3,6,3,6,4,3,3,2,3,2
38002,14,Never,Hetero,Christian,1,7,6,5,6,3,5,4,2,3,3
38003,28,Married,New Types,Muslim,3,6,5,3,6,2,5,2,1,1,1
38004,20,Never,Hetero,Muslim,5,6,4,7,6,6,4,3,2,3,4
38005,20,Never,Hetero,Other,4,2,6,5,5,5,2,2,1,2,3
38006,18,Never,Homo,Muslim,4,5,5,4,6,3,3,2,3,4,2
38007,23,Never,Hetero,Christian,5,1,7,5,7,7,1,4,2,4,4
38008,31,Married,Hetero,Muslim,4,7,1,2,6,5,6,1,1,1,1
38009,25,Never,Hetero,Muslim,5,6,7,3,6,4,2,4,2,3,4
38010,23,Never,Hetero,Christian,5,6,2,5,6,2,4,2,1,3,2
38011,23,Never,Hetero,Muslim,7,5,3,1,7,2,6,1,1,1,2
38012,24,Never,New Types,Muslim,2,3,5,2,5,5,5,4,2,3,3
38013,36,Married,Hetero,Muslim,5,6,5,5,6,4,4,2,1,1,1
38014,32,Never,Hetero,Muslim,5,6,4,5,6,5,5,2,1,1,1
38015,21,Never,New Types,Muslim,1,1,1,1,1,1,1,3,2,2,2
38016,18,Never,New Types,Muslim,2,3,7,4,4,5,3,4,3,2,3
38017,35,Married,Asexual,Agnostic,2,6,3,3,6,7,5,2,3,2,3
38018,34,Never,Hetero,Muslim,6,5,4,5,7,4,7,3,2,3,2
38019,21,Never,Hetero,Muslim,2,4,4,6,5,5,4,3,3,3,4
38020,24,Never,Hetero,Muslim,7,6,5,5,6,5,5,2,2,4,3
38021,25,Never,Hetero,Muslim,5,6,3,3,3,2,6,1,1,1,1
38022,32,Previously,Hetero,Agnostic,1,1,7,7,7,7,1,4,4,4,4
38023,19,Never,Hetero,Muslim,2,5,7,7,7,6,1,3,4,4,4
38024,18,Never,Homo,Muslim,2,2,4,3,6,5,2,4,4,4,4
38025,24,Never,Hetero,Muslim,2,6,4,7,5,4,4,2,2,2,2
38026,23,Never,Hetero,Muslim,4,5,7,3,6,4,4,2,2,1,3
38027,20,Never,Hetero,Muslim,4,5,7,7,5,7,3,4,4,3,2
38028,26,Never,Hetero,Muslim,6,7,3,2,7,5,6,3,1,1,2
38029,25,Never,New Types,Muslim,4,5,7,5,5,3,4,3,4,2,4
38030,21,Never,Hetero,Muslim,5,2,6,4,5,5,2,2,2,2,3
38031,27,Never,Hetero,Muslim,4,5,1,5,6,5,5,1,2,1,1
38032,25,Married,Hetero,Muslim,2,3,7,7,7,1,5,4,1,3,4
38033,22,Never,Hetero,Muslim,4,6,7,7,7,2,2,4,4,3,3
38034,20,Never,Homo,Muslim,5,4,7,2,7,7,2,2,2,4,3
38035,23,Never,Hetero,Muslim,4,6,6,6,4,5,5,4,4,4,4
38036,25,Never,New Types,Muslim,3,6,5,5,5,7,2,3,2,3,2
38037,22,Never,Hetero,Muslim,4,6,7,6,7,2,4,4,3,2,4
38038,23,Never,Hetero,Muslim,5,6,7,5,6,2,2,4,4,2,4
38039,42,Married,New Types,Muslim,6,7,1,5,7,2,5,1,1,2,2
38040,21,Second,Hetero,Christian,5,5,5,5,7,5,4,2,2,2,1
38041,20,Never,Hetero,Protestant,2,5,3,5,5,3,4,2,1,1,1
38042,20,Never,Hetero,Buddhist,5,3,7,2,6,7,3,3,2,2,1
38043,30,Married,Hetero,Muslim,5,1,6,1,7,4,3,2,1,2,2
38044,23,Never,Hetero,Muslim,4,4,7,4,4,4,4,4,4,3,4
38045,23,Never,Hetero,Christian Other,1,7,5,5,7,1,5,2,3,3,2
38046,25,Never,Hetero,Muslim,2,7,6,7,6,2,6,4,2,4,4
38047,22,Never,Asexual,Muslim,5,5,7,7,5,4,3,3,2,3,2
38048,28,Never,Hetero,Muslim,1,7,3,1,3,1,4,2,4,3,3
38049,42,Never,Homo,Muslim,5,4,5,5,5,5,6,2,2,2,2
38050,19,Never,New Types,Muslim,5,5,6,5,4,3,2,2,2,3,2
38051,24,Never,New Types,Muslim,4,6,4,5,7,2,6,1,2,1,2
38052,21,Never,Hetero,Muslim,3,4,5,6,7,2,5,2,1,1,3
38053,23,Never,Bi,Muslim,1,1,7,7,1,1,1,4,4,3,4
38054,24,Never,Hetero,Muslim,3,3,7,6,7,5,3,3,4,2,4
38055,24,Never,Hetero,Muslim,6,7,7,4,5,7,5,4,4,4,4
38056,38,Previously,Hetero,Muslim,5,6,7,6,7,2,6,4,1,3,4
38057,24,Never,Hetero,Muslim,3,6,7,7,5,6,6,4,4,4,3
38058,23,Never,New Types,Christian Other,1,5,6,6,7,5,2,4,2,2,4
38059,30,Never,Hetero,Atheist,7,4,5,2,6,3,5,3,3,3,4
38060,49,Married,Hetero,Protestant,1,2,7,7,6,6,2,2,1,2,2
38061,18,Never,New Types,Muslim,6,4,2,1,4,4,4,2,2,1,2
38062,19,Never,Hetero,Buddhist,6,6,2,1,7,1,7,1,1,1,2
38063,16,Never,New Types,Muslim,6,5,7,4,7,7,4,3,1,3,2
38064,26,Never,Bi,Muslim,3,1,7,5,7,1,5,2,1,2,1
38065,19,Never,Hetero,Christian,3,1,3,6,4,4,3,4,1,1,3
38066,23,Never,Bi,Muslim,4,4,4,6,5,5,4,3,1,2,3
38067,19,Never,Hetero,Muslim,3,4,6,5,4,5,2,4,3,3,3
38068,22,Never,Hetero,Christian Other,1,3,2,7,3,3,7,4,4,4,4
38069,22,Married,Asexual,Muslim,2,4,6,6,5,7,3,2,2,3,2
38070,19,Never,Hetero,Muslim,4,5,7,5,3,3,5,4,2,2,4
38071,33,Previously,Hetero,Muslim,6,6,5,1,6,3,3,1,1,1,2
38072,23,Never,Bi,Christian,1,7,5,6,7,3,4,1,1,1,1
38073,41,Married,Hetero,Hindu,2,5,1,6,6,1,7,1,1,1,1
38074,23,Never,Hetero,Muslim,4,5,2,4,5,3,5,2,1,2,2
38075,31,Never,Hetero,Muslim,7,6,3,3,7,1,6,2,1,2,1
38076,25,Married,Hetero,Muslim,5,6,6,2,6,3,4,2,2,1,2
38077,22,Never,Hetero,Muslim,7,6,7,2,6,5,1,4,2,4,2
38078,35,Married,New Types,Muslim,5,5,5,5,5,5,6,2,1,2,2
38079,17,Never,Hetero,Muslim,1,1,1,7,7,7,7,2,2,2,1
38080,21,Never,Hetero,Muslim,6,6,3,5,6,5,3,4,2,2,4
38081,19,Never,Hetero,Muslim,5,4,7,7,6,7,1,4,2,4,4
38082,27,Married,Hetero,Muslim,6,5,2,6,6,6,6,1,1,2,2
38083,30,Married,Hetero,Muslim,7,6,1,1,7,2,7,1,1,1,1
38084,27,Never,New Types,Christian,7,7,6,4,6,7,7,4,2,4,4
38085,22,Never,Hetero,Muslim,5,6,5,7,6,5,5,2,2,2,3
38086,27,Never,Hetero,Muslim,4,4,6,6,5,3,5,3,2,2,2
38087,23,Never,New Types,Christian Other,2,2,5,5,5,5,5,2,1,2,2
38088,23,Never,Hetero,Muslim,4,2,7,7,5,4,2,3,2,3,3
38089,56,Married,Hetero,Muslim,6,6,1,5,6,2,7,1,1,1,2
38090,24,Never,Hetero,Hindu,7,6,6,2,7,1,7,3,2,3,1
38091,38,Married,New Types,Hindu,6,6,6,5,7,3,5,1,1,1,1
38092,42,Married,New Types,Hindu,6,7,3,4,6,1,3,1,2,2,2
38093,28,Married,Hetero,Muslim,4,6,7,7,5,6,3,4,4,3,4
38094,21,Never,Hetero,Christian,6,5,7,4,2,6,1,3,2,2,3
38095,26,Never,New Types,Muslim,5,5,5,5,5,5,4,3,2,2,2
38096,18,Never,Hetero,Christian,1,1,7,7,5,7,5,4,3,4,2
38097,19,Never,Hetero,Agnostic,2,7,4,5,4,1,6,1,1,1,1
38098,23,Never,Hetero,Hindu,4,6,7,7,7,5,4,3,2,3,3
38099,24,Never,Bi,Agnostic,2,6,6,6,3,1,5,3,2,4,1
38100,23,Never,Bi,Muslim,5,6,5,7,6,5,4,4,3,3,4
38101,29,Never,Hetero,Muslim,1,4,5,7,5,6,3,4,4,4,4
38102,17,Never,Hetero,Christian,2,3,6,3,4,7,1,4,3,3,3
38103,14,Never,Hetero,Hindu,2,2,6,6,6,2,1,4,4,3,4
38104,24,Never,Homo,Muslim,5,6,6,5,5,5,5,2,2,2,2
38105,29,Never,Hetero,Muslim,3,7,5,6,5,1,4,2,2,2,3
38106,23,Never,Bi,Muslim,6,6,6,6,2,1,4,4,3,3,2
38107,28,Married,New Types,Christian Other,2,5,7,5,5,7,2,4,3,4,4
38108,24,Never,Hetero,Muslim,5,6,6,1,5,1,4,4,3,3,3
38109,22,Married,Hetero,Muslim,6,4,7,3,7,7,3,4,1,2,4
38110,26,Never,Hetero,Muslim,5,5,7,5,7,6,3,3,2,3,2
38111,29,Never,Homo,Hindu,4,7,7,1,7,7,1,4,4,4,3
38112,28,Married,New Types,Christian Other,2,6,7,2,5,7,2,2,2,2,3
38113,19,Never,Hetero,Muslim,6,6,7,5,6,7,3,4,2,3,3
38114,23,Never,Hetero,Muslim,4,5,7,7,7,7,5,4,2,2,3
38115,20,Never,Hetero,Muslim,1,5,7,7,7,5,5,4,2,2,3
38116,28,Married,New Types,Muslim,1,1,1,1,1,1,1,2,2,2,2
38117,18,Never,Hetero,Muslim,4,5,7,4,7,7,1,4,3,3,2
38118,23,Never,Bi,Muslim,5,6,5,4,5,4,6,2,2,2,3
38119,21,Married,New Types,Muslim,4,4,2,5,4,5,4,2,1,1,2
38120,25,Never,Asexual,Muslim,5,6,7,3,7,3,4,3,1,3,1
38121,28,Married,Asexual,Muslim,7,5,7,7,7,1,7,1,1,1,1
38122,21,Never,New Types,Muslim,3,5,6,6,6,3,4,3,2,2,3
38123,17,Never,Hetero,Muslim,6,5,5,2,5,6,5,2,2,2,2
38124,30,Never,Bi,Christian,2,4,2,4,4,7,5,4,3,2,4
38125,19,Never,Hetero,Muslim,3,5,7,5,7,7,1,4,3,3,4
38126,27,Never,Hetero,Muslim,4,1,7,6,5,7,1,4,2,4,4
38127,28,Never,Hetero,Muslim,6,7,5,6,7,7,3,1,1,1,2
38128,24,Never,New Types,Muslim,5,5,6,4,4,5,3,3,4,1,3
38129,20,Second,New Types,Muslim,4,5,3,6,5,2,5,2,4,1,2
38130,17,Never,New Types,Christian Other,5,5,5,5,7,5,5,2,1,1,2
38131,14,Never,Asexual,Atheist,1,3,5,7,3,5,5,3,3,3,4
38132,18,Never,Hetero,Muslim,5,7,6,5,7,5,3,2,3,3,1
38133,34,Married,Hetero,Atheist,2,6,2,7,5,5,5,1,1,2,1
38134,13,Never,Hetero,Hindu,5,6,6,2,5,1,4,3,1,1,2
38135,13,Never,Hetero,Hindu,4,5,6,3,7,2,4,2,3,2,2
38136,18,Never,Hetero,Christian,3,4,5,6,2,7,2,3,4,3,3
38137,18,Never,Bi,Christian Other,2,6,6,5,4,3,4,3,2,2,2
38138,23,Never,Hetero,Protestant,4,6,5,7,7,5,3,2,3,4,4
38139,21,Never,Bi,Atheist,5,4,1,4,5,6,5,1,1,1,3
38140,14,Never,Asexual,Atheist,1,5,5,7,3,5,4,3,3,2,3
38141,37,Married,Hetero,Christian,5,5,2,5,7,3,5,2,1,2,1
38142,20,Never,Hetero,Christian,6,7,5,4,5,2,5,2,1,2,2
38143,18,Never,Hetero,Christian Other,2,5,6,6,2,3,4,2,3,3,4
38144,14,Never,Hetero,Christian Other,2,6,3,6,2,3,4,2,1,2,2
38145,24,Never,Hetero,Other,6,5,5,5,6,6,6,1,1,2,2
38146,25,Never,Hetero,Muslim,6,7,2,1,6,1,6,1,1,4,1
38147,26,Married,Hetero,Muslim,5,6,3,1,3,5,5,2,2,2,1
38148,22,Never,New Types,Muslim,4,4,1,5,6,3,2,4,3,3,4
38149,28,Married,Bi,Muslim,5,6,6,7,7,1,4,2,1,1,1
38150,25,Never,Hetero,Christian,6,7,3,6,7,1,7,1,4,2,4
38151,21,Never,Hetero,Muslim,3,4,7,6,2,2,2,3,3,4,4
38152,22,Never,New Types,Muslim,7,7,6,6,4,1,7,4,1,2,2
38153,28,Never,Hetero,Agnostic,2,6,6,7,2,2,3,2,2,1,4
38154,27,Married,Asexual,Muslim,5,5,5,5,6,5,3,2,1,1,2
38155,19,Never,Bi,Muslim,5,4,7,6,6,7,4,2,2,3,3
38156,29,Never,Homo,Muslim,6,7,3,6,7,1,7,1,1,2,1
38157,14,Never,Homo,Atheist,2,2,6,6,5,6,4,2,1,3,2
38158,30,Never,Hetero,Christian,5,2,2,2,3,5,4,2,2,4,2
38159,55,Married,Hetero,Christian Other,5,7,5,6,6,1,6,4,4,2,3
38160,23,Never,Hetero,Muslim,5,3,4,4,5,5,5,3,1,1,3
38161,15,Never,Hetero,Christian,6,6,7,7,6,5,3,3,3,3,3
38162,25,Never,Hetero,Muslim,6,6,6,5,6,4,3,2,2,2,4
38163,18,Never,New Types,Muslim,3,3,5,5,5,5,6,3,2,3,4
38164,67,Previously,Hetero,Protestant,5,1,6,5,2,5,1,3,2,2,3
38165,26,Never,Hetero,Hindu,3,7,4,7,7,1,3,3,1,3,4
38166,25,Never,Hetero,Muslim,2,5,7,6,5,4,1,4,3,4,4
38167,34,Married,Bi,Muslim,4,6,6,5,7,2,6,3,2,3,3
38168,27,Married,Hetero,Muslim,5,6,5,3,5,6,2,2,1,2,4
38169,26,Never,Homo,Muslim,5,6,6,6,6,6,6,2,2,3,3
38170,21,Never,New Types,Muslim,4,7,7,7,1,4,1,3,2,4,4
38171,23,Married,New Types,Muslim,2,5,5,6,6,5,4,2,4,4,4
38172,26,Never,Hetero,Muslim,4,2,6,4,5,5,3,3,2,2,4
38173,21,Never,Hetero,Muslim,6,4,5,7,6,6,6,2,2,4,3
38174,16,Never,Bi,Muslim,4,5,6,5,7,3,7,3,2,3,4
38175,17,Never,Asexual,Other,1,4,5,7,7,4,3,2,3,2,4
38176,19,Never,New Types,Muslim,3,7,5,2,2,5,2,2,1,1,1
38177,23,Never,Bi,Muslim,6,7,6,6,6,6,3,2,1,2,1
38178,22,Never,Hetero,Muslim,1,6,6,7,7,2,4,3,2,2,2
38179,16,Never,New Types,Muslim,7,7,1,7,7,7,7,4,4,4,4
38180,28,Never,New Types,Muslim,4,4,4,5,5,1,4,1,2,2,2
38181,22,Never,Bi,Agnostic,3,5,5,7,5,5,5,1,1,3,1
38182,18,Never,Hetero,Muslim,5,3,6,2,6,6,4,3,2,3,3
38183,17,Never,Asexual,Muslim,5,6,6,5,4,5,4,4,2,4,4
38184,26,Never,Bi,Muslim,3,5,6,6,5,5,2,3,2,2,3
38185,15,Never,New Types,Christian,3,5,7,5,5,2,5,3,1,3,4
38186,22,Never,Hetero,Muslim,3,2,6,2,4,7,3,3,3,4,2
